Age,18208.30877436713
Body Mass Index,5541.941517652573
Body Weight,3775.1643897599865
Tobacco smoking status NHIS_Former smoker,497.7050108962915
Tobacco smoking status NHIS_Current every day smoker,475.4540587726513
Diastolic Blood Pressure,240.6047032850191
Systolic Blood Pressure,237.33842897967267
Tobacco smoking status NHIS_Never smoker,161.3334483446926
Race_white,29.700966678800384
Heart rate,24.77738676514432
Race_asian,17.727267817629752
Body Height,16.3714771206219
Race_black,14.663635069972253
Race_native,4.397553877005482
Gender_F,3.568319396825929
Gender_M,3.568319396825929
Stress is when someone feels tense  nervous  anxious or can't sleep at night because their mind is troubled. How stressed are you?_Not at all,2.210711576690283
Race_other,0.8561103358573817
Stress is when someone feels tense  nervous  anxious or can't sleep at night because their mind is troubled. How stressed are you?_Quite a bit,0.7928373172969452
Stress is when someone feels tense  nervous  anxious or can't sleep at night because their mind is troubled. How stressed are you?_A little bit,0.7681277968251353
Hemoglobin [Mass/volume] in Blood,0.4974207140255253
Race_hawaiian,0.29996617759747585
Stress is when someone feels tense  nervous  anxious or can't sleep at night because their mind is troubled. How stressed are you?_Very much,0.2888418271636641
Stress is when someone feels tense  nervous  anxious or can't sleep at night because their mind is troubled. How stressed are you?_I choose not to answer this question,0.060914105716759606
Pain severity - 0-10 verbal numeric rating [Score] - Reported,0.004271328759876503
Stress is when someone feels tense  nervous  anxious or can't sleep at night because their mind is troubled. How stressed are you?_Somewhat,0.0015031029602401722
